id,task_id,task_type,schedule_config,status,created_at,updated_at
287914d4-50cc-4ad8-b246-e5c76fe23e69,f96b0430-d8cd-4442-97f2-a5e6bdab565f,ad_hoc,"{""context"":{},""payload"":{""slots"":{""top_k"":3,""metric"":""active_users"",""dimension"":""region"",""time_range"":""24h""},""intent"":""ops_query""},""raw_query"":""Get today active users and top 3 regions\n"",""timestamp"":""2026-02-12T17:41:03.289Z"",""entry_type"":""raw_query"",""intent_name"":""ops_query"",""requester_id"":""admin"",""entry_channel"":""admin_os"",""idempotency_key"":null}",active,2026-02-12 17:41:03.756554+00,2026-02-12 17:41:03.756554+00
